From	To
SNORD116-11	100033431
SNORD116-11	100033429
SNORD116-11	100033425
SNORD116-11	100033426
SNORD116-11	100033427
SNORD116-11	100033428
SNORD116-11	100033421
SNORD116-11	100033422
SNORD116-11	100033423
SNORD116-11	100033424
SNORD116-11	100033420
SNORD116-11	100033413
SNORD116-11	100033821
SNORD116-11	100033419
SNORD116-11	100033418
SNORD116-11	100033415
SNORD116-11	100033414
SNORD116-11	100033417
SNORD116-11	100033416
SNORD116-12	727708
SNORD116-12	100033438
SNORD116-12	100033434
SNORD116-12	100033435
SNORD116-12	100033432
SNORD116-12	100033433
SNORD116-12	100033430
SNORD116-12	100033431
SNORD116-12	100033429
SNORD116-12	100033425
SNORD116-12	100033426
SNORD116-12	100033427
SNORD116-12	100033428
SNORD116-12	100033421
SNORD116-12	100033422
SNORD116-12	100033423
SNORD116-12	100033424
SNORD116-12	100033420
SNORD116-12	100033413
SNORD116-12	100033821
SNORD116-12	100033419
SNORD116-12	100033418
SNORD116-12	100033415
SNORD116-12	100033414
SNORD116-12	100033417
SNORD116-12	100033416
SNORD116-13	727708
SNORD116-13	100033438
SNORD116-13	100033434
SNORD116-13	100033435
SNORD116-13	100033432
SNORD116-13	100033433
SNORD116-13	100033430
SNORD116-13	100033431
SNORD116-13	100033429
SNORD116-13	100033425
SNORD116-13	100033426
SNORD116-13	100033427
SNORD116-13	100033428
SNORD116-13	100033421
SNORD116-13	100033422
SNORD116-13	100033423
SNORD116-13	100033424
SNORD116-13	100033420
SNORD116-13	100033413
SNORD116-13	100033821
SNORD116-13	100033419
SNORD116-13	100033418
SNORD116-13	100033415
SNORD116-13	100033414
SNORD116-13	100033417
SNORD116-13	100033416
BMI1	648
HSP90AB1	3326
HIST4H4	8370
HIST4H4	8360
HIST4H4	121504
HIST4H4	8362
HIST4H4	8361
HIST4H4	8294
HIST4H4	8364
HIST4H4	8363
HIST4H4	8366
HIST4H4	8365
HIST4H4	554313
HIST4H4	8359
HIST4H4	8368
HIST4H4	8367
LOC100289473	100289473
FASLG	356
AKT1	207
PIGK	10026
PIGL	9487
PIGM	93183
PIGF	5281
PIGG	54872
SDPR	8436
PIGH	5283
MAPKAP1	79109
HOMEZ	57594
PXMP4	11264
PIGB	9488
PIGC	5279
PXMP2	100129532
PXMP2	5827
MIR19A	406979
SLCO5A1	81796
AKT3	10000
AKT2	208
KHDRBS1	10657
KHDRBS3	10656
PIGZ	80235
KHDRBS2	202559
HSP90AA1	3320
HSP90AA1	3324
PIGY	84992
MIR197	406974
PIGX	54965
PIGW	284098
MIR198	406975
PIGV	55650
MIR192	406967
PIGU	128869
MINK1	50488
PIGT	51604
PIGS	94005
PIGR	5284
MIR195	406971
PIGQ	9091
PIGP	51227
PIGO	84720
PIGN	23556
MIR191	406966
SIKE1	80143
HIPK1	204851
HIPK3	10114
HIPK2	28996
HIPK2	653052
MIR18A	406953
HIPK4	147746
LOC100289495	100289495
CNN3	1266
LINGO2	158038
ACTG1P4	76
LINGO1	84894
MOAP1	64112
LINGO4	339398
LINGO3	645191
GLYCAM1	644076
HJURP	55355
CNN2	1265
CNN1	1264
FGFBP2	83888
TNPO2	30000
TNPO1	3842
FGFBP1	9982
TNPO3	23534
FGFBP3	143282
TNXB	7146
TNXB	7148
B3GALT2	8707
TNXA	7146
TNXA	7148
B3GALT1	8708
SDSL	113675
AMPD2	271
AMPD3	272
AMPD1	270
LDHC	3948
LDHB	3945
LDHA	3939
PPP2R5B	5526
PPP2R5A	5525
PPP2R5D	5528
LDHD	197257
PPP2R5C	5527
C7orf33	202865
C7orf31	136895
C20orf197	284756
C20orf196	149840
HMHA1	23526
SERPINE2	5270
SERPINE3	647174
RAE1	8480
C7orf34	135927
C20orf195	79025
C20orf194	25943
SERPINE1	5054
SDR9C7	121214
KIF5B	3799
KIF5A	3798
KIF5C	3800
SERPING1	710
RAD1	5810
OGFOD1	55239
OGFOD2	79676
MGC27382	149047
SERPINF1	5176
SERPINF2	5345
C7orf25	79020
C7orf26	79034
PPP2R5E	5529
PMP22	5376
DCBLD2	131566
DCBLD1	285761
KIF4B	285643
KIF4B	24137
PPP2R3A	5523
C7orf50	84310
C7orf55	154791
SERPINH1	871
SCRIB	23513
C20orf173	140873
C7orf57	136288
RAC2	5880
RIBC2	26150
RAC3	5881
RAC1	5879
PPP2R2B	5521
PPP2R2C	5522
PPP2R2D	55844
KIF3B	9371
KIF3A	11127
UPB1	51733
MYADML2	255275
SERPINI1	5274
KIF3C	3797
SERPINI2	5276
C7orf43	55262
BTBD18	643376
BTBD17	388419
BTBD16	118663
C7orf49	78996
HMHB1	57824
BTBD19	149478
PPRC1	23082
BTBD10	84280
PPP2R3C	55012
BTBD11	121551
LDLR	3949
INSRR	3645
SERPINA9	327657
SERPINA6	866
SCRG1	11341
SERPINA5	5104
SERPINA4	5267
SERPINA3	12
DPEP3	64180
EEF2K	29904
SERPINA2	390502
SERPINA1	5265
DPEP1	1800
DPEP2	64174
RAP2B	5912
RAP2A	5911
NPBWR1	2831
NPBWR2	2832
CLIC1	1192
LRPAP1	4043
SERPINB9	5272
CLIC3	9022
SERPINB6	5269
SERPINB5	5268
CLIC4	25932
SERPINB8	5271
CLIC5	53405
SERPINB7	8710
CLIC6	54102
SERPINB2	5055
SPRR3	6707
SERPINB1	1992
EEF1G	1937
SPRR4	163778
SERPINB4	6318
SERPINB3	6317
EEF1D	1936
RABGAP1	23637
MGC27345	157247
EPB41L4A	64097
NUFIP1	26747
EPB41L4B	54566
NUFIP2	57532
AOX2P	344454
SERPINC1	462
C7orf13	129790
ETFB	2109
ETFA	2108
AKR7L	246181
UPF2	26019
LRSAM1	90678
UPF1	5976
ETF1	2107
PHYH	5264
HARBI1	283254
SFPQ	6421
AOX1	316
TUBAL3	79861
SERPIND1	3053
RALY	22913
MIR527	574497
MIR524	574478
MIR523	574471
HBS1L	10767
MIR525	574470
NSUN5P2	260294
NSUN5P1	155400
AZGP1	646282
AZGP1	563
SEZ6L2	26470
RALB	5899
RALA	5898
TUBG1	7283
TUBG1	100133673
TUBG2	27175
SCRT1	83482
SCRT2	85508
MIR539	664612
RPH3A	22895
MIR543	100126335
MIR541	100126308
CD200R1L	344807
LOC100128531	100128531
ZPBP	11055
TUBE1	51175
UPK2	7379
DSG4	147409
DSG2	1829
DSG3	1830
DSG1	1828
TUBD1	51174
MIR522	574495
KIF23	9493
KIF22	3835
RAI1	10743
KIF25	3834
KIF24	347240
KIF27	55582
MIR567	693152
MIR568	693153
PEX11G	92960
SPRY4	81848
MIR569	693154
KIF2B	84643
MIR575	693160
KIF2C	11004
MIR574	693159
SPRY2	10253
SPRY1	10252
BARX1	56033
MIR577	693162
BARX2	8538
C7orf71	285941
MIR570	693155
C7orf72	100130988
MIR573	693158
DSEL	92126
MIR572	693157
E4F1	1877
OCA2	4948
KIF2A	3796
PPP2R1B	5519
KIF14	9928
PPP2R1A	5518
KIF12	113220
KIF11	3832
KIF17	57576
KIF15	56992
ERAL1	26284
MIR16-1	406950
C7orf69	80099
MIR578	693163
KIF1C	10749
C7orf65	401335
C7orf66	154907
C7orf63	79846
KIF1A	547
KIF1B	23095
MIR585	693170
C7orf61	402573
C7orf62	219557
MIR583	693168
FLJ23867	200058
C7orf60	154743
MIR581	693166
ANKRD20A4	284232
ANKRD20A4	729171
ANKRD20A4	728747
MIR580	693165
ANKRD20A3	84210
ANKRD20A3	441430
ANKRD20A3	441425
ANKRD20A3	642204
ANKRD20A3	391267
KIF19	124602
PPP2R2A	5520
ANKRD20A1	84210
ANKRD20A1	441430
ANKRD20A1	441425
ANKRD20A1	642204
ANKRD20A1	391267
ANKRD20A2	84210
ANKRD20A2	441430
ANKRD20A2	441425
ANKRD20A2	642204
ANKRD20A2	391267
CRLF3	51379
CRLF1	9244
PRSS1	154754
PRSS1	5644
RAG1	5896
UPP1	7378
UPP2	151531
RAG2	5897
PRSS8	5652
MIR16-2	406951
MIR553	693138
MIR555	693140
MIR554	693139
PRSS3	5646
SCRN1	9805
MIR558	693143
MIR559	693144
RAF1	5894
SCRN3	79634
C4BPB	725
MIR556	693141
SCRN2	90507
SFI1	9814
C4BPA	722
MIR557	693142
COL5A3	50509
COL5A2	1290
COL5A1	1289
PEX11A	8800
PEX11B	8799
MIR564	693149
MIR563	693148
DSC3	1825
DSC2	1824
DSC1	1823
HMGN1	3150
HMGN3	9324
HMGN2	729687
HMGN2	729505
HMGN2	3151
HMGN2	648822
DYNC2LI1	51626
CDKN2AIPNL	91368
HMGN4	10473
BBOX1	8424
DSPP	1834
FAM171B	165215
MYD88	4615
KIFAP3	22920
ERAP1	51752
ERAP2	64167
PI16	221476
PI15	51050
MIR492	574449
MIR490	574443
MIR495	574453
MIR496	574454
MIR493	574450
PARP11	57097
PARP10	84875
MIR494	574452
FARP1	10160
MIR497	574456
MIR498	574460
FARP2	9855
PARP16	54956
LOC100128593	100128593
SCGB1D1	10648
SCGB1D4	404552
PARP12	64761
LOC100288255	100288255
TACSTD2	4070
PARP14	54625
SCGB1D2	10647
PARP15	165631
TUBA4A	7277
TUBA4B	80086
FAM172A	83989
FARS2	10667
MIR486	619554
MIR488	574441
AFAP1L2	84632
MIR489	574442
AFAP1L1	134265
ANGEL2	90806
NPRL2	10641
ANGEL1	23357
NPRL3	8131
MIR483	619552
MIR484	619553
RPL31P11	641311
MIR485	574436
SCGB1C1	147199
PDILT	204474
MSTO2P	100129405
BLNK	29760
GNAT1	2779
GRXCR2	643226
GRXCR1	389207
MIR521-1	574494
GNAT3	346562
GNAT2	2780
MIR521-2	574481
CNIH2	254263
FAM170A	340069
ETS1	2113
CNIH3	149111
ETS2	2114
CNIH4	29097
FAM170B	170370
NCOR1	9611
NCOR2	9612
LOC100128568	100128568
PHKB	5257
FERMT3	83706
FERMT2	10979
FERMT1	55612
TERF2IP	54386
DIP2A	23181
MBTD1	54799
DIP2B	57609
ATP5EP2	432369
ATP5EP2	514
DIP2C	22982
FITM1	161247
FITM2	128486
TUBB6	84617
TUBB8	347688
TUBB1	81027
TUBB3	10381
TUBB3	4157
ICAM1	3383
ICAM4	3386
ICAM5	7087
DSN1	79980
ICAM2	3384
ICAM3	3385
HPYR1	93668
KRTAP3-1	83896
BLMH	642
KRTAP3-2	83897
KRTAP3-3	85293
FARSB	10056
CFC1B	653275
FARSA	2193
CR1L	1379
REV3L	5980
ETV7	51513
YWHAZ	7534
PRTN3	5657
EDEM3	80267
EDEM2	55741
EDEM1	9695
PHIP	55023
PLIN5	440503
LOC641367	641367
PLIN2	123
PLIN1	5346
PLIN4	729359
PLIN3	10226
ETV2	2116
ETV1	2115
ETV6	2120
ETV5	2119
ETV4	2118
ETV3	2117
YWHAB	7529
YWHAE	440917
YWHAE	7531
PRELID1	728666
PRELID1	27166
YWHAG	7532
PRELID2	153768
TUBA8	51807
YWHAH	7533
KREMEN2	79412
FYTTD1	84248
MBOAT7	79143
LOC90834	90834
KREMEN1	83999
MBOAT1	154141
PHGDH	26227
YWHAQ	10971
MBOAT2	129642
MBOAT4	619373
LOC100128573	100128573
OCLM	10896
SLCO6A1	133482
OCLN	4950
OCLN	647859
ALDH1L1	10840
FAM179A	165186
FAM179B	23116
ALDH1L2	160428
OCM2	4951
SETX	23064
GATA2	2624
JSRP1	126306
GATA5	140628
ROBO1	642132
ROBO1	6091
GATA6	2627
GATA3	2625
GATA4	2626
ROBO4	54538
ROBO2	6092
ROBO3	64221
HIST3H3	8290
SS18L1	26039
SS18L2	51188
SNHG1	23642
SNHG7	84973
SNHG6	641638
BLID	414899
SNHG9	735301
SNHG8	100093630
SNHG3	8420
SNHG5	387066
SNHG4	724102
FGFR1OP	11116
CLIP1	6249
C20orf112	140688
CLIP2	7461
CLIP3	25999
DYNLRB2	83657
CLIP4	79745
DYNLRB1	83658
ACTR3B	57180
KATNB1	10300
CSMD3	114788
CSMD2	114784
CSMD1	64478
FAM177B	400823
KATNA1	11104
RHOBTB2	23221
LMTK2	22853
RHOBTB1	9886
LMTK3	114783
ACTR3C	653857
PHGR1	644844
RHOBTB3	22836
FAM178B	51252
FAM178A	55719
PHF3	23469
PHF2	5253
PHF1	5252
TOMM70A	9868
SLAIN2	57606
SLAIN1	122060
RAP1A	5906
RAP1B	5908
LOC100289361	100289361
PHF7	51533
RSC1A1	6248
NYNRIN	57523
INSL3	3640
INSL4	3641
INSL5	10022
FAM175B	23172
FAM175A	84142
AGTPBP1	23287
MRFAP1	93621
INSL6	11172
SCGB1A1	7356
LOC100289333	100289333
DSTN	11034
C20orf166	128826
PHC3	80012
AOAH	313
ACTR1A	10121
ACTR1B	10120
POU4F3	5459
POU4F2	5458
POU4F1	5457
TUBA1A	7846
TUBA1B	399942
TUBA1B	10376
TUBA1C	84790
PHC1	653441
PHC1	1911
PILRB	29990
PILRA	29992
PHC2	1912
FLJ33360	401172
NANOG	79923
NANOG	388112
MYCT1	80177
COX4I2	84701
COX4I1	1327
LEF1	51176
TYSND1	219743
AOC2	314
SEZ6	124925
AOC3	8639
FAM173B	134145
FAM173A	65990
TRA2B	6434
TRA2A	29896
C20orf141	128653
C20orf144	128864
TDRD12	91646
TDRD10	126668
JMJD7-PLA2G4B	8681
JMJD7-PLA2G4B	100137047
JMJD7-PLA2G4B	100137049
TUBA3C	7278
TUBA3C	113457
TUBA3D	7278
TUBA3D	113457
TUBA3E	112714
INSM1	3642
FAM174B	400451
INSM2	84684
FAM174A	345757
FETUB	26998
SIRT4	23409
SIRT5	23408
LRGUK	136332
SIRT6	51548
SIRT7	51547
SIRT1	23411
SIRT2	22933
SIRT3	23410
SH3BP5	9467
SH3BP4	23677
PHAX	51808
NME1-NME2	654364
NME1-NME2	4830
NME1-NME2	4831
PHB2	11331
LSM12	124801
LSM11	134353
LSM10	84967
SH3BP1	23616
SH3BP2	6452
ACTR10	55860
LOC202181	202181
INTS1	26173
SELENBP1	8991
INTS2	57508
INTS3	65123
KIAA0319L	79932
INTS9	55756
INTS8	55656
PPP1R1C	151242
INTS5	80789
INTS4	92105
PPP1R1B	84152
INTS7	25896
PPP1R1A	5502
INTS6	26512
TLK1	9874
TLK2	11011
TADA2A	6871
ROCK1	6093
ROCK1	727758
MIR376C	442913
MIR376B	574435
ROCK2	9475
TADA2B	93624
PPP1R3A	5506
ERGIC1	57222
SIRPA	140885
ERGIC2	51290
ERGIC3	51614
SIRPD	128646
SIRPG	55423
UBL4B	164153
CETN4P	729338
ERBB4	2066
ERBB3	2065
ERBB2	2064
RPL13AP3	645683
RPL13AP5	100129553
RPL13AP5	402342
RPL13AP5	23521
RPL13AP5	728658
RPL13AP5	284821
DTD1	92675
DTD1	23438
RPL13AP6	644511
PPP1R3E	90673
PPP1R3D	5509
PPP1R3C	5507
PPP1R3B	79660
PPP1R3G	648791
FAHD2B	151313
FAHD2A	51011
H3F3A	3021
H3F3A	3020
H3F3A	644914
H3F3A	728914
H3F3A	440926
H3F3B	3021
H3F3B	3020
H3F3B	644914
H3F3B	728914
H3F3B	440926
H3F3C	440093
TLL2	7093
TLL1	7092
SGSH	6448
PDIA3	2923
PDIA2	64714
RNPEPL1	57140
BSCL2	26580
RASSF9	9182
PDIA6	10130
PHF23	79142
PDIA5	10954
PHF20	51230
RASSF8	11228
RASSF7	8045
PDIA4	9601
BATF3	55509
BATF2	116071
TLE6	79816
TLE3	7090
TLE4	7091
TLE1	7088
TLE1	645381
TLE2	7089
LOC100287010	100287010
POM121L2	94026
CIAO1	9391
ARVCF	421
PFDN2	5202
PFDN1	5201
GOLGA6L10	728636
GOLGA6L10	647042
GOLGA6L10	642346
GOLGA6L10	440295
PFDN6	10471
ALG10B	144245
PFDN5	5204
LOC100287015	100287015
PFDN4	5203
C1QL1	10882
C1QL2	165257
C1QL3	389941
C1QL4	338761
HSD17B2	3294
HSD17B1	3292
LOC100287042	100287042
GALNT10	55568
HAAO	23498
HSD17B6	8630
HSD17B3	3293
HSD17B4	3295
GALNT11	63917
GALNT12	79695
HSD17B7	51478
GALNT13	2589
GALNT13	114805
GALNT14	79623
HSD17B8	7923
SWAP70	23075
PPP1R11	6992
PPP1R10	5514
SGTB	54557
SGTA	6449
RASSF3	283349
RASSF4	83937
RASSF5	83593
RASSF6	166824
RASSF1	11186
RBAK	57786
RBAK	389458
RASSF2	9770
PHF5A	84844
ECEL1P2	347694
CHERP	10523
RBM4	5936
RBM4	10432
RBM5	10181
OSGIN2	734
RBM6	10180
RBM7	10179
OSGIN1	29948
TAS2R60	338398
ANK1	286
ANK2	287
ANK3	288
CPA2	1358
CPA3	1359
CPA1	1357
HADH	3033
SNRPA1	6627
RBL2	5934
RBL1	5933
RBKS	64080
TNFAIP6	7130
TAS2R50	259296
MAD2L1BP	9587
VSNL1	7447
TNFAIP8	25816
TNFAIP3	7128
FLAD1	80308
TNFAIP2	7127
TNFAIP1	7126
SNRPB2	6629
LCN8	138307
ANLN	54443
LCN9	392399
MIR409	574413
OR2L13	284521
OAZ2	4947
MIR410	574434
OAZ3	51686
MIR411	693121
OAZ1	4946
MIR412	574433
CPA5	93979
AIPL1	23746
CPA4	51200
CACNA2D1	781
CPA6	57094
CACNA2D3	55799
ANKH	56172
CACNA2D2	9254
CACNA2D4	93589
OR2L1P	26247
LCN2	3934
NDUFV3	4731
B3GAT2	135152
B3GAT1	27087
MIR423	494335
LCN1	286310
LCN1	3933
B3GAT3	26229
LCN6	158062
NDUFV1	4723
NDUFV2	4729
SPTA1	6708
CPB1	1360
CPB2	1361
MIR425	494337
ZFP14	57677
MIR429	554210
ANO1	55107
SKIV2L2	23517
SDCBP2	27111
AFMID	125061
NDUFS7	374291
NDUFS6	4726
NDUFS5	100130794
NDUFS5	4725
NDUFS4	4724
NBPF1	284565
NBPF1	149013
NBPF1	440670
NBPF1	25832
NBPF1	728912
NBPF1	728841
NBPF1	400818
NBPF1	200030
NBPF1	100132406
NBPF1	55672
NBPF1	440675
NDUFS8	4728
NBPF3	84224
ANO3	63982
ANO2	57101
ANO5	203859
NBPF4	148545
NBPF4	653149
ANO4	121601
YOD1	55432
TAS2R20	259295
ANO7	50636
NBPF7	343505
NDUFS3	4722
PTDSS1	9791
MIR432	574451
NBPF6	148545
NBPF6	653149
NDUFS2	4720
ANO6	196527
MIR431	574038
ANO9	338440
NDUFS1	4719
NBPF9	284565
NBPF9	149013
NBPF9	440670
NBPF9	25832
NBPF9	728912
NBPF9	728841
NBPF9	400818
NBPF9	200030
NBPF9	100132406
NBPF9	55672
NBPF9	440675
ANO8	57719
MIR433	574034
NBPF8	284565
NBPF8	149013
NBPF8	440670
NBPF8	25832
NBPF8	728912
NBPF8	728841
NBPF8	400818
NBPF8	200030
NBPF8	100132406
NBPF8	55672
NBPF8	440675
PTDSS2	81490
PPIAL4B	653505
PPIAL4B	730262
PPIAL4B	728945
PPIAL4B	164022
PPIAL4B	644591
PPIAL4B	653598
PPIAL4A	653505
PPIAL4A	730262
PPIAL4A	728945
PPIAL4A	164022
PPIAL4A	644591
PPIAL4A	653598
SGK1	6446
SGK2	10110
PPIAL4G	653505
PPIAL4G	730262
PPIAL4G	728945
PPIAL4G	164022
PPIAL4G	644591
PPIAL4G	653598
SGK3	23678
PPIAL4F	653505
PPIAL4F	730262
PPIAL4F	728945
PPIAL4F	164022
PPIAL4F	644591
PPIAL4F	653598
PPIAL4E	653505
PPIAL4E	730262
PPIAL4E	728945
PPIAL4E	164022
PPIAL4E	644591
PPIAL4E	653598
PPIAL4D	645142
ZFP28	140612
HAGH	3029
TAS2R16	50833
SIGLEC1	6614
TAS2R13	50838
TAS2R14	50840
SIGLEC6	946
TAS2R19	259294
ALDH1B1	219
SIGLEC5	8778
SIGLEC8	27181
IGF2R	3482
SIGLEC7	27036
LCOR	84458
PDCD2L	84306
LCP1	3936
LCP2	3937
TAS2R10	50839
PGS1	9489
BCLAF1	9774
BCLAF1	731605
VPREB3	29802
VPREB1	7441
TKTL2	84076
MACC1	346389
SIGLEC9	27180
ALDH1A1	216
IGF1R	3480
ALDH1A2	8854
TAS2R46	259292
ALDH1A3	220
MIR454	768216
TAS2R42	353164
TAS2R43	259289
MYCBP	26292
MIR455	619556
TAS2R40	259286
TAS2R41	259287
COL4A4	1286
COL4A3	1285
PDCD11	22984
COL4A2	1284
COL4A1	1282
PDCD10	11235
DKFZp434L192	222029
PPP1R9B	84687
PPP1R9A	55607
TAS2R39	259285
TAS2R38	5726
TAS2R31	259290
TAS2R30	259293
MIR367	442912
SNIP1	79753
NR2C2AP	126382
SIN3B	23309
SIN3A	25942
H2AFV	94239
H2AFZ	3015
H2AFY	9555
RARA	5914
H2AFX	3014
RARB	5915
FAM181B	220382
FAM181A	90050
CRLS1	54675
RARG	5916
H2AFJ	55766
ICA1L	130026
CARNS1	57571
SUV420H2	84787
PGM2	55276
PGM3	5238
PGLS	25796
UHRF1	29128
MIR34C	728196
MIR34C	407042
PGM5	5239
UHRF2	115426
MIR34B	407041
MIR34A	407040
LCTL	197021
RARS	5917
PGM1	5236
KGFLP2	654466
FAM182A	284800
FAM182B	728882
SUV420H1	51111
MIR383	494332
TALDO1	6888
GPBP1L1	60313
CHEK1	1111
CHEK2	11200
CHEK2	646096
CHEK2	100133012
MIR380	494329
MIR381	494330
MIR382	494331
LOC100133985	100133985
MACF1	23499
FAM183A	440585
FAM183B	340286
LOC100288123	100288123
DCAKD	79877
MIR375	494324
MIR372	442917
MIR373	442918
MIR379	494328
BECN1	8678
MIR377	494326
C6orf7	89758
LOC100101148	100101148
C6orf1	221491
NOTCH3	4854
NOTCH2	4853
NOTCH1	4851
CKMT1A	548596
CKMT1A	1159
FAM184A	79632
FAM184B	27146
NOTCH4	4855
MIR369	442914
TM7SF2	7108
TM7SF3	51768
CKMT1B	548596
CKMT1B	1159
CYP21A1P	1590
NHSL1	57224
ANKRD10	55608
ANKRD17	26057
ANKRD16	54522
CGREF1	10669
ANKRD12	23253
ANKRD11	29123
ANKRD11	100128265
IP6K1	9807
SH2D1B	117157
IP6K3	117283
IP6K2	51447
LPGAT1	9926
ANKHD1-EIF4EBP3	54882
ANKHD1-EIF4EBP3	404734
ANKHD1-EIF4EBP3	8637
MIR1539	100302257
ANKRD27	84079
SH2D2A	9047
ANKRD26	22852
ANKRD29	147463
ANKRD28	23243
PRUNE	58497
ANKRD23	200539
SGCG	6445
ANKRD22	118932
CDK11A	100133692
CDK11A	984
CDK11A	728642
ANKRD24	170961
SGCD	6444
CDK11B	100133692
CDK11B	984
CDK11B	728642
SGCE	8910
PMPCA	23203
PMPCB	9512
SGCA	6442
SGCB	6443
SGCZ	137868
YPEL1	29799
YPEL4	219539
YPEL5	51646
YPEL2	388403
YPEL3	83719
SPESP1	246777
LOC100288162	100288162
ANKRD31	256006
ANKRD32	84250
CPN2	1370
CPN1	1369
ANKRD36	652726
ANKRD36	375248
OR4N3P	390539
ANKRD35	148741
MIR1538	100302119
MIR1537	100302139
ANKRD33	341405
ANKRD39	51239
ANKRD37	353322
DTNB	1838
GATAD2A	54815
GATAD2B	57459
TLX3	30012
QSOX2	169714
TLX2	3196
QSOX1	5768
TLX1	3195
DTNA	1837
SPSB1	80176
SPSB3	90864
SPSB2	84727
SPSB4	92369
ANKRD40	91369
ANKRD42	338699
OC90	729330
ANKRD45	339416
ANKRD44	91526
FAM180B	399888
COL19A1	1310
ANKRD46	157567
FAM180A	389558
ANKRD49	54851
OR7E91P	79315
PGK2	5232
LOC100133920	100133920
FAM189B	10712
TLR1	7096
DTYMK	1841
DTYMK	727761
ALMS1P	200420
TLR2	7097
TLR3	7098
TLR4	7099
TLR5	7100
ANKRD55	79722
TLR6	10333
TSNARE1	203062
TLR9	54106
LOC100288181	100288181
ANKRD52	283373
ANKRD54	129138
ANKRD53	79998
ANKRD50	57182
CPOX	1371
LOC100289230	100289230
SPRED2	200734
SPRED3	399473
SPRED1	161742
ACIN1	22985
KRTAP2-4	85294
KRTAP2-4	85295
KRTAP2-4	730755
KRTAP2-4	81872
KRTAP2-4	728279
KRTAP2-3	85294
KRTAP2-3	85295
KRTAP2-3	730755
KRTAP2-3	81872
KRTAP2-3	728279
ENTHD1	150350
KRTAP2-2	85294
KRTAP2-2	85295
KRTAP2-2	730755
KRTAP2-2	81872
KRTAP2-2	728279
KRTAP2-1	85294
KRTAP2-1	85295
KRTAP2-1	730755
KRTAP2-1	81872
KRTAP2-1	728279
BASP1	10409
MOXD1	26002
GYLTL1B	120071
ANKRD62	342850
AMZ1	155185
SYVN1	84447
AMZ2	51321
KEAP1	9817
FLJ20518	647476
LAPTM5	7805
NDRG3	57446
NDRG4	65009
LRFN1	57622
RTKN2	219790
NDRG1	10397
NDRG2	57447
LRFN5	145581
LRFN4	78999
LRFN3	79414
LRFN2	57497
SESTD1	91404
CPS1	1373
NAMPT	10135
TLN1	7094
CPT2	1376
TLN2	83660
FAM185A	222234
FAM185A	641808
POU5F2	134187
GALNTL5	168391
POU5F1	5460
URB2	9816
GALNTL6	442117
URB1	9875
LDB1	8861
LDB3	11155
NDUFC2	4718
LDB2	9079
FAM186B	84070
FAM186A	121006
NDUFC1	4717
C1QBP	708
PSMB10	5699
NDUFB3	4709
SBNO1	55206
NDUFB4	402175
NDUFB4	4710
SBNO2	22904
NDUFB5	4711
NDUFB6	4712
NDUFB7	4713
NDUFB8	4714
NDUFB9	4715
LOC100132891	100132891
FAM187B	148109
TCF7L2	6934
TCF7L1	83439
NDUFB1	4707
PSMB11	122706
NDUFB2	4708
RAX2	84839
HAND1	9421
HAND2	9464
MYBPH	4608
PGA3	643847
PGA3	643834
PGA3	649034
PGA4	643847
PGA4	643834
PGA4	649034
PGA5	5222
DTX4	23220
NDUFA4	4697
NDUFA5	4698
NDUFA2	4695
NDUFA3	4696
NDUFA8	4702
NDUFA9	4704
DTX1	1840
DTX2	113878
NDUFA6	4700
DTX3	196403
NDUFA7	4701
FAM188B	84182
FAM188A	80013
LOC149134	149134
CPVL	54504
ELFN1	392617
CASP10	843
ELFN2	114794
ACTRT2	140625
L2HGDH	79944
CASP14	23581
CASP12	120329
SH3D19	152503
AIF1	199
B2M	567
MAP3K7	6885
MAP3K6	9064
MAP3K5	4217
APP	351
MAP3K4	4216
MAK16	84549
MAP3K9	4293
MAP3K8	1326
EFCAB10	100130771
MCRS1	10445
ARC	23237
BRAF	673
LOC100288570	100288570
AIG1	51390
BRAP	8315
THY1	7070
DCAF4	26094
DCAF5	8816
DCAF6	55827
DCAF7	10238
AQR	9716
DCAF8	50717
MYBBP1A	10514
HLA-DRA	3122
DNAH11	8701
DNAH10	196385
OSTF1	26578
DNAH12	201625
DNAH14	127602
DNAH17	8632
ASL	435
PFN1	5216
PFN2	5217
PFN3	345456
PFN4	375189
CENPBD1	92806
IMPG1	3617
IMPG2	50939
DDX60L	91351
HLA-DOA	3111
HLA-DOB	3112
NTHL1	4913
ATR	651921
ATR	648152
ATR	545
SFMBT1	51460
SFMBT2	57713
ATM	651610
ATM	472
RGS1	5996
COL14A1	7373
AIDA	646050
AIDA	653631
AIDA	64853
AIDA	646890
RGS2	5997
HSPB11	51668
RGS3	5998
RGS4	5999
RGS5	8490
RBMXL2	27288
RGS6	9628
RGS7	6000
TPRG1L	127262
RGS8	85397
RGS9	8787
CSH1	1442
LRRC10	376132
CSH2	1443
TSG101	7251
EZH1	2145
EZH2	2146
PCP4L1	654790
LRRC18	474354
LRRC17	10234
LRRC15	131578
LRRC14	9684
AUH	549
BRD7	29117
BRD7	647076
GKAP1	80318
BRD4	23476
TWISTNB	221830
BRD9	65980
BRD8	10902
LRRC20	55222
AVP	551
PIK3C2G	5288
BRF1	2972
BRF2	55290
PIK3C2A	5286
PIK3C2B	5287
LRRC28	123355
LRRC27	80313
LRRC29	26231
LRRC24	441381
LRRC23	10233
LRRC26	389816
LRRC25	126364
MIR770	768222
